defect_id,asset_id,defect_type,severity_at_raise,raised_date,attended_date,days_open,temporary_repair_applied,escalated,escalation_type,escalation_date
DFT-2025-02563,TC-TNPENR-03,shunt_failure,minor,2025-11-19,2025-12-12,23,false,false,,
DFT-2025-02564,SL-PONGPD-04,fastening_failure,major,2025-08-28,2025-09-08,11,false,false,,
DFT-2026-02565,RL-AVDTI-17,rail_flaw,2,2026-02-13,2026-03-08,23,true,false,,
DFT-2025-02566,SG-PVTBM-07,lamp_failure,critical,2025-03-21,2025-03-25,4,false,false,,
DFT-2026-02567,IL-MSB-01,relay_fault,minor,2026-03-24,2026-04-16,23,true,false,,
DFT-2026-02568,SL-TNPENR-05,fastening_failure,minor,2026-03-02,2026-04-15,44,true,false,,
DFT-2026-02569,RL-PONGPD-07,rail_flaw,3,2026-02-02,2026-03-03,29,false,false,,
DFT-2025-02570,SL-CGLWJ-06,cracked_sleeper,minor,2025-07-21,2025-08-24,34,false,false,,
DFT-2026-02571,BL-TBM-05,ballast_deficiency,minor,2026-03-12,2026-05-20,69,false,false,,
DFT-2025-02572,TC-AVDTI-07,shunt_failure,major,2025-06-30,2025-07-10,10,false,false,,
DFT-2026-02573,SL-TITRL-02,cracked_sleeper,major,2026-02-09,2026-02-25,16,false,false,,
DFT-2025-02574,RL-TRLAJJ-13,wear,2,2025-09-24,2025-10-10,16,false,true,punctuality_incident,2025-10-04
DFT-2026-02575,SL-MSBMS-03,cracked_sleeper,minor,2026-05-11,2026-07-08,58,false,false,,
DFT-2026-02576,PT-PER-06,detection_failure,major,2026-08-03,2026-08-14,11,true,false,,
DFT-2025-02577,RL-STMPV-15,rail_flaw,1,2025-09-12,2025-09-13,1,false,false,,
DFT-2026-02578,RL-TRLAJJ-55,wear,3,2026-07-25,,44,false,false,,
DFT-2026-02579,TC-TNPENR-05,shunt_failure,minor,2026-08-24,,14,false,false,,
DFT-2026-02580,BL-PERABU-14,drainage_choke,minor,2026-06-12,2026-08-06,55,false,false,,
DFT-2026-02581,SG-TITRL-09,lamp_failure,critical,2026-05-21,2026-05-27,6,false,false,,
DFT-2026-02582,PT-MAS-12,obstruction,critical,2026-03-07,2026-03-14,7,true,false,,
DFT-2026-02583,TO-MSB-03,crossing_wear,minor,2026-05-16,2026-05-28,12,false,false,,
DFT-2025-02584,OHE-AVDTI-14,height_stagger,minor,2025-11-03,2025-12-13,40,false,false,,
DFT-2025-02585,OHE-TITRL-10,hard_spot,major,2025-06-11,2025-06-29,18,true,false,,
DFT-2026-02586,TC-ENRMJR-01,shunt_failure,major,2026-07-11,2026-07-28,17,true,true,punctuality_incident,2026-07-20
DFT-2026-02587,BL-TRLAJJ-13,ballast_deficiency,major,2026-02-13,2026-02-22,9,false,false,,
DFT-2026-02588,PT-AJJ-11,obstruction,major,2026-07-15,2026-08-06,22,false,false,,
DFT-2026-02589,CW-MSMBM-07,burn_mark,minor,2026-09-05,,2,false,false,,
DFT-2025-02590,MST-PERABU-15,corrosion,minor,2025-08-18,2025-10-18,61,false,false,,
DFT-2025-02591,SL-TITRL-03,fastening_failure,critical,2025-09-30,2025-10-05,5,false,false,,
DFT-2025-02592,BL-TNPENR-04,drainage_choke,minor,2025-11-13,2025-12-05,22,true,false,,
DFT-2026-02593,RL-CJTMLP-06,rail_flaw,IMDT,2026-08-11,2026-08-13,2,false,false,,
DFT-2026-02594,CW-TRLAJJ-24,wire_wear,major,2026-08-10,2026-09-01,22,false,false,,
DFT-2025-02595,RL-PONGPD-07,weld_failure,2,2025-05-05,2025-05-30,25,false,false,,
DFT-2026-02596,OHE-ENRMJR-09,height_stagger,minor,2026-04-26,2026-05-22,26,false,false,,
DFT-2026-02597,IL-MSB-01,relay_fault,major,2026-09-01,,6,true,false,,
DFT-2025-02598,OHE-MSMBM-06,hard_spot,minor,2025-04-22,2025-06-19,58,true,false,,
DFT-2026-02599,SL-MASBBQ-03,fastening_failure,minor,2026-01-12,2026-01-31,19,false,false,,
DFT-2026-02600,TO-MS-05,crossing_wear,minor,2026-01-18,2026-03-07,48,false,true,speed_restriction,2026-01-21
DFT-2026-02601,INS-CGLWJ-03,cracked_insulator,major,2026-06-27,2026-07-12,15,false,true,punctuality_incident,2026-07-07
DFT-2026-02602,BL-MSB-06,fouling,major,2026-03-09,2026-03-26,17,false,false,,
DFT-2025-02603,RL-CGLWJ-03,rail_flaw,2,2025-10-16,2025-11-03,18,true,false,,
DFT-2025-02604,RL-PONGPD-13,rail_flaw,3,2025-06-26,2025-09-06,72,false,false,,
DFT-2026-02605,PT-TRL-04,obstruction,minor,2026-02-08,2026-04-19,70,false,false,,
DFT-2026-02606,SL-ENRMJR-05,cracked_sleeper,minor,2026-08-08,,30,false,false,,
DFT-2026-02607,RL-STMPV-05,rail_flaw,2,2026-03-25,2026-04-15,21,false,false,,
DFT-2025-02608,RL-TRLAJJ-01,wear,3,2025-08-01,2025-09-26,56,false,false,,
DFT-2025-02609,OHE-AVD-02,hard_spot,minor,2025-07-23,2025-08-04,12,false,true,speed_restriction,2025-07-30
DFT-2025-02610,TC-MJRPON-05,shunt_failure,minor,2025-11-11,2025-11-27,16,true,false,,
DFT-2026-02611,SL-GISTM-02,cracked_sleeper,minor,2026-04-22,2026-05-14,22,false,false,,
DFT-2026-02612,OHE-CJ-02,height_stagger,critical,2026-02-04,2026-02-11,7,false,false,,
DFT-2025-02613,SS-MS-01,equipment_fault,major,2025-12-08,2025-12-28,20,false,false,,
DFT-2026-02614,OHE-AVDTI-12,hard_spot,minor,2026-08-21,,17,false,false,,
DFT-2025-02615,TO-AVD-07,switch_wear,minor,2025-06-03,2025-07-06,33,false,false,,
DFT-2026-02616,RL-STMPV-02,rail_flaw,2,2026-06-09,2026-06-18,9,false,false,,
DFT-2025-02617,RL-AVDTI-16,wear,3,2025-09-14,2025-10-23,39,false,false,,
DFT-2025-02618,SG-CJTMLP-03,aspect_defect,minor,2025-05-22,2025-07-28,67,false,false,,
DFT-2026-02619,AC-WJCJ-01,reset_failure,minor,2026-06-19,2026-07-22,33,false,false,,
DFT-2025-02620,TC-PONGPD-10,shunt_failure,minor,2025-12-11,2026-01-30,50,false,false,,
DFT-2026-02621,MST-ABUAVD-01,foundation_defect,major,2026-05-15,2026-06-06,22,false,false,,
DFT-2025-02622,BL-MAS-06,ballast_deficiency,major,2025-08-21,2025-09-09,19,false,false,,
DFT-2025-02623,OHE-STMPV-02,height_stagger,minor,2025-10-16,2025-11-22,37,true,false,,
DFT-2025-02624,SS-AVD-01,equipment_fault,major,2025-09-08,2025-09-20,12,true,false,,
DFT-2026-02625,MST-ABUAVD-03,foundation_defect,major,2026-07-08,2026-07-23,15,false,false,,
DFT-2026-02626,RL-PVTBM-10,rail_flaw,1,2026-01-25,2026-01-27,2,false,false,,
DFT-2025-02627,RL-MSBMS-05,wear,1,2025-12-29,2025-12-30,1,true,false,,
DFT-2025-02628,TO-TNP-04,gauge_defect,minor,2025-07-08,2025-07-23,15,false,false,,
DFT-2025-02629,RL-PVTBM-05,wear,2,2025-05-29,2025-06-22,24,false,false,,
DFT-2025-02630,RL-ENRMJR-08,corrugation,3,2025-11-02,2026-01-07,66,false,false,,
DFT-2025-02631,RL-MSMBM-07,rail_flaw,3,2025-06-26,2025-07-22,26,false,true,speed_restriction,2025-07-19
DFT-2026-02632,OHE-MJRPON-08,height_stagger,minor,2026-04-29,2026-05-23,24,false,true,punctuality_incident,2026-05-15
DFT-2025-02633,MST-MSMBM-11,corrosion,minor,2025-05-28,2025-07-27,60,true,false,,
DFT-2026-02634,OHE-PER-02,height_stagger,major,2026-09-01,,6,false,false,,
DFT-2025-02635,OHE-BBQPER-08,height_stagger,minor,2025-11-15,2026-01-09,55,false,false,,
DFT-2025-02636,PT-ENR-06,motor_fault,major,2025-06-04,2025-06-23,19,false,false,,
DFT-2025-02637,BL-MAS-02,fouling,critical,2025-05-24,2025-05-25,1,false,false,,
DFT-2025-02638,TC-TRLAJJ-28,bonding_defect,major,2025-05-03,2025-05-15,12,false,false,,
DFT-2025-02639,SL-TRLAJJ-04,cracked_sleeper,major,2025-06-20,2025-07-05,15,false,false,,
DFT-2026-02640,OHE-TRLAJJ-48,height_stagger,minor,2026-05-31,2026-07-02,32,false,false,,
DFT-2025-02641,OHE-MJRPON-07,hard_spot,major,2025-09-04,2025-09-11,7,true,false,,
DFT-2025-02642,TC-TRLAJJ-36,bonding_defect,minor,2025-10-18,2025-11-11,24,true,false,,
DFT-2025-02643,OHE-MAS-05,height_stagger,critical,2025-09-14,2025-09-20,6,false,false,,
DFT-2025-02644,SL-ABUAVD-06,cracked_sleeper,minor,2025-06-06,2025-07-28,52,false,true,speed_restriction,2025-07-04
DFT-2026-02645,TC-TRLAJJ-02,shunt_failure,major,2026-02-11,2026-03-02,19,false,true,punctuality_incident,2026-02-23
DFT-2026-02646,LC-TNPENR-01,surface_defect,major,2026-03-26,2026-03-31,5,true,false,,
DFT-2025-02647,PT-MSB-11,detection_failure,minor,2025-07-13,2025-08-04,22,false,true,speed_restriction,2025-08-01
DFT-2025-02648,CW-PVTBM-03,burn_mark,critical,2025-12-20,2025-12-25,5,false,false,,
DFT-2025-02649,RL-TRLAJJ-39,wear,3,2025-06-18,2025-08-24,67,true,false,,
DFT-2025-02650,MST-PONGPD-03,foundation_defect,minor,2025-11-13,2026-01-06,54,true,false,,
DFT-2025-02651,AC-TITRL-03,head_fault,minor,2025-10-07,2025-10-23,16,true,false,,
DFT-2025-02652,BL-GISTM-02,drainage_choke,major,2025-09-17,2025-09-30,13,true,false,,
DFT-2026-02653,TO-TBM-07,gauge_defect,minor,2026-01-17,2026-02-10,24,false,false,,
DFT-2025-02654,OHE-PVTBM-05,hard_spot,minor,2025-05-30,2025-07-11,42,false,false,,
DFT-2025-02655,RL-TITRL-22,weld_failure,2,2025-12-12,2025-12-20,8,false,true,speed_restriction,2025-12-13
DFT-2025-02656,BL-MSBMS-02,fouling,minor,2025-04-26,2025-06-19,54,false,false,,
DFT-2025-02657,PT-TBM-09,detection_failure,minor,2025-04-09,2025-06-14,66,false,false,,
DFT-2026-02658,RL-TRLAJJ-66,weld_failure,3,2026-07-10,,59,false,false,,
DFT-2025-02659,RL-TITRL-05,weld_failure,3,2025-06-30,2025-08-17,48,false,true,speed_restriction,2025-07-16
DFT-2026-02660,RL-CJTMLP-07,weld_failure,2,2026-01-19,2026-02-02,14,false,true,failure,2026-01-25
DFT-2026-02661,SG-CJTMLP-04,aspect_defect,minor,2026-05-29,2026-07-26,58,false,false,,
DFT-2025-02662,TO-CJ-03,crossing_wear,minor,2025-06-16,2025-07-17,31,false,false,,
DFT-2025-02663,RL-MJRPON-03,rail_flaw,2,2025-09-11,2025-10-05,24,false,false,,
DFT-2026-02664,TC-GISTM-04,bonding_defect,minor,2026-01-22,2026-02-28,37,false,false,,
DFT-2026-02665,BL-MAS-03,ballast_deficiency,major,2026-01-01,2026-01-13,12,true,false,,
DFT-2026-02666,TO-AJJ-09,switch_wear,minor,2026-05-01,2026-06-14,44,false,false,,
DFT-2026-02667,SG-TITRL-08,lamp_failure,minor,2026-05-24,2026-07-29,66,false,true,failure,2026-07-28
DFT-2025-02668,BL-PONGPD-02,fouling,major,2025-05-11,2025-05-16,5,false,false,,
DFT-2025-02669,RL-ABUAVD-11,corrugation,3,2025-08-16,2025-10-22,67,false,false,,
DFT-2026-02670,BL-MSB-02,drainage_choke,major,2026-02-19,2026-03-09,18,false,false,,
DFT-2025-02671,RL-TITRL-07,rail_flaw,2,2025-09-07,2025-09-30,23,true,false,,
DFT-2025-02672,INS-TITRL-06,cracked_insulator,minor,2025-09-25,2025-11-01,37,true,false,,
DFT-2025-02673,RL-TRLAJJ-15,wear,3,2025-07-04,2025-08-21,48,false,true,speed_restriction,2025-07-16
DFT-2025-02674,OHE-TNPENR-09,hard_spot,minor,2025-10-31,2025-11-14,14,false,false,,
DFT-2025-02675,INS-TITRL-04,cracked_insulator,minor,2025-09-24,2025-10-30,36,true,false,,
DFT-2025-02676,BL-STMPV-08,fouling,minor,2025-09-22,2025-10-16,24,false,true,speed_restriction,2025-09-25
DFT-2025-02677,AC-TRLAJJ-18,reset_failure,minor,2025-07-30,2025-08-11,12,false,false,,
DFT-2025-02678,RL-PONGPD-01,weld_failure,2,2025-04-23,2025-05-06,13,true,false,,
DFT-2025-02679,TC-TRLAJJ-06,shunt_failure,major,2025-07-17,2025-07-27,10,false,false,,
DFT-2026-02680,SG-ABUAVD-08,lamp_failure,minor,2026-05-08,2026-05-25,17,true,false,,
DFT-2026-02681,BL-GPD-01,fouling,minor,2026-04-15,2026-05-19,34,false,false,,
DFT-2026-02682,RL-TRLAJJ-16,wear,1,2026-04-07,2026-04-13,6,true,false,,
DFT-2025-02683,TO-MAS-08,switch_wear,major,2025-04-05,2025-04-15,10,false,false,,
DFT-2026-02684,INS-MASBBQ-04,flashover_mark,critical,2026-02-28,2026-03-01,1,true,false,,
DFT-2026-02685,RL-BBQPER-05,wear,3,2026-02-26,2026-03-16,18,false,false,,
DFT-2026-02686,AC-CJTMLP-01,head_fault,minor,2026-09-01,,6,false,false,,
DFT-2026-02687,SL-MSBMS-02,fastening_failure,major,2026-09-03,,4,false,false,,
DFT-2026-02688,MST-PVTBM-03,corrosion,minor,2026-07-25,,44,false,false,,
DFT-2026-02689,SG-CGLWJ-01,aspect_defect,critical,2026-07-20,2026-07-23,3,false,false,,
DFT-2025-02690,SG-STMPV-04,aspect_defect,minor,2025-08-13,2025-08-24,11,false,false,,
DFT-2025-02691,SL-PVTBM-01,cracked_sleeper,minor,2025-11-24,2026-01-13,50,false,true,speed_restriction,2025-12-17
DFT-2025-02692,TC-TRLAJJ-16,shunt_failure,major,2025-05-18,2025-05-28,10,false,false,,
DFT-2025-02693,BL-TITRL-15,drainage_choke,major,2025-05-06,2025-05-15,9,true,false,,
DFT-2025-02694,OHE-AVDTI-02,hard_spot,major,2025-11-19,2025-11-26,7,false,false,,
DFT-2026-02695,RL-PVTBM-14,corrugation,3,2026-02-05,2026-03-16,39,false,true,speed_restriction,2026-02-15
DFT-2025-02696,SG-TRLAJJ-12,lamp_failure,minor,2025-12-31,2026-01-20,20,true,false,,
DFT-2026-02697,OHE-AVDTI-04,height_stagger,minor,2026-07-19,,50,true,false,,
DFT-2026-02698,MST-PERABU-09,corrosion,minor,2026-08-26,,12,false,false,,
DFT-2026-02699,SL-AVDTI-12,fastening_failure,major,2026-08-18,,20,false,false,,
DFT-2026-02700,OHE-MJRPON-03,hard_spot,minor,2026-07-05,,64,false,false,,
DFT-2025-02701,TO-TNP-06,switch_wear,minor,2025-05-13,2025-06-21,39,false,true,speed_restriction,2025-05-28
DFT-2025-02702,TC-BBQTNP-01,shunt_failure,major,2025-07-28,2025-08-14,17,true,false,,
DFT-2025-02703,OHE-AVDTI-02,hard_spot,major,2025-04-11,2025-04-27,16,false,false,,
DFT-2026-02704,RL-ABUAVD-04,rail_flaw,2,2026-07-19,2026-08-06,18,false,true,speed_restriction,2026-07-30
DFT-2025-02705,TO-MAS-04,switch_wear,major,2025-09-23,2025-10-03,10,true,false,,
DFT-2026-02706,AC-STMPV-01,head_fault,minor,2026-04-23,2026-05-05,12,true,false,,
DFT-2025-02707,TC-PONGPD-04,shunt_failure,minor,2025-10-11,2025-12-20,70,false,false,,
DFT-2025-02708,TC-TRLAJJ-06,bonding_defect,major,2025-07-23,2025-08-14,22,false,false,,
DFT-2025-02709,PT-PER-04,detection_failure,minor,2025-11-26,2026-01-08,43,true,false,,
DFT-2025-02710,TO-MS-07,crossing_wear,minor,2025-10-25,2025-12-03,39,false,true,speed_restriction,2025-10-26
DFT-2025-02711,RL-PERABU-04,wear,3,2025-10-04,2025-12-14,71,false,true,speed_restriction,2025-11-25
DFT-2026-02712,RL-TRLAJJ-10,wear,IMDT,2026-01-20,2026-01-20,0,false,false,,
DFT-2025-02713,TC-TRLAJJ-11,bonding_defect,minor,2025-06-23,2025-08-03,41,false,false,,
DFT-2026-02714,TC-ENRMJR-01,shunt_failure,minor,2026-04-14,2026-05-23,39,false,false,,
DFT-2025-02715,OHE-TITRL-01,hard_spot,minor,2025-11-27,2026-01-30,64,true,true,failure,2025-12-02
DFT-2026-02716,BL-AVD-05,ballast_deficiency,major,2026-02-23,2026-03-13,18,false,false,,
DFT-2026-02717,BL-GPD-01,drainage_choke,minor,2026-01-19,2026-03-15,55,false,true,speed_restriction,2026-01-23
DFT-2025-02718,TO-TRL-08,switch_wear,minor,2025-07-30,2025-09-20,52,false,false,,
DFT-2026-02719,RL-TRLAJJ-05,corrugation,2,2026-08-12,2026-08-22,10,true,true,speed_restriction,2026-08-20
DFT-2026-02720,RL-AVDTI-17,corrugation,2,2026-03-22,2026-04-12,21,false,false,,
DFT-2025-02721,RL-TNPENR-05,corrugation,3,2025-08-19,2025-10-25,67,false,true,punctuality_incident,2025-09-03
DFT-2026-02722,AC-MJRPON-01,head_fault,minor,2026-07-07,2026-07-23,16,false,false,,
DFT-2026-02723,AC-MSMBM-02,reset_failure,minor,2026-07-27,2026-08-31,35,false,false,,
DFT-2026-02724,SL-MSMBM-08,fastening_failure,minor,2026-01-31,2026-02-19,19,false,true,speed_restriction,2026-02-18
DFT-2026-02725,INS-MSBMS-04,flashover_mark,major,2026-06-05,2026-06-19,14,false,true,failure,2026-06-15
DFT-2025-02726,RL-CJTMLP-06,wear,3,2025-12-06,2025-12-21,15,false,false,,
DFT-2025-02727,SL-TRLAJJ-14,cracked_sleeper,major,2025-08-30,2025-09-07,8,true,false,,
DFT-2025-02728,OHE-BBQ-01,height_stagger,minor,2025-06-02,2025-06-18,16,false,true,failure,2025-06-06
DFT-2025-02729,SL-GISTM-04,cracked_sleeper,major,2025-07-09,2025-07-20,11,false,true,speed_restriction,2025-07-20
DFT-2025-02730,RL-TRLAJJ-16,wear,3,2025-11-09,2025-12-05,26,false,true,speed_restriction,2025-12-02
DFT-2026-02731,SL-TRLAJJ-25,cracked_sleeper,major,2026-02-14,2026-03-07,21,false,false,,
DFT-2026-02732,PT-MS-12,detection_failure,critical,2026-02-11,2026-02-18,7,true,false,,
DFT-2026-02733,RL-TRLAJJ-67,weld_failure,3,2026-08-18,,20,false,false,,
DFT-2025-02734,TC-ENRMJR-01,shunt_failure,major,2025-11-08,2025-11-20,12,false,false,,
DFT-2025-02735,OHE-TITRL-24,height_stagger,minor,2025-09-11,2025-11-11,61,true,false,,
DFT-2025-02736,MST-MBMGI-04,corrosion,major,2025-11-03,2025-11-13,10,true,false,,
DFT-2025-02737,RL-CJTMLP-07,corrugation,3,2025-06-04,2025-07-04,30,false,false,,
DFT-2025-02738,MST-PERABU-06,corrosion,minor,2025-10-23,2025-12-19,57,false,false,,
DFT-2026-02739,PT-AVD-07,motor_fault,major,2026-04-16,2026-04-30,14,false,false,,
DFT-2025-02740,BR-TRLAJJ-01,corrosion,major,2025-12-07,2025-12-20,13,false,true,speed_restriction,2025-12-10
DFT-2025-02741,BR-TRLAJJ-02,bearing_defect,major,2025-08-06,2025-08-23,17,false,false,,
DFT-2026-02742,TC-MBMGI-01,shunt_failure,critical,2026-07-14,2026-07-20,6,false,false,,
DFT-2025-02743,RL-ABUAVD-03,rail_flaw,3,2025-07-06,2025-07-30,24,false,false,,
DFT-2026-02744,INS-TRLAJJ-15,flashover_mark,minor,2026-08-15,,23,false,false,,
DFT-2026-02745,RL-STMPV-05,wear,2,2026-04-04,2026-04-29,25,false,false,,
DFT-2026-02746,TC-PERABU-13,bonding_defect,critical,2026-04-27,2026-05-04,7,false,true,punctuality_incident,2026-05-04
DFT-2025-02747,SG-TITRL-13,aspect_defect,major,2025-10-17,2025-10-23,6,true,false,,
DFT-2025-02748,TO-PER-02,switch_wear,minor,2025-05-01,2025-05-29,28,false,false,,
DFT-2025-02749,AC-TITRL-07,head_fault,major,2025-08-22,2025-09-01,10,true,false,,
DFT-2025-02750,TO-BBQ-03,crossing_wear,minor,2025-08-29,2025-10-25,57,false,false,,
DFT-2026-02751,BL-ENRMJR-07,drainage_choke,minor,2026-06-02,2026-07-07,35,true,true,speed_restriction,2026-06-19
DFT-2026-02752,TO-MAS-08,switch_wear,major,2026-09-06,,1,false,false,,
DFT-2026-02753,TC-PONGPD-09,bonding_defect,major,2026-06-26,2026-07-01,5,false,false,,
DFT-2026-02754,BL-MSMBM-03,fouling,major,2026-07-02,2026-07-16,14,true,false,,
DFT-2026-02755,AC-MASBBQ-04,reset_failure,minor,2026-02-20,2026-04-28,67,false,false,,
DFT-2025-02756,MST-TITRL-13,foundation_defect,critical,2025-05-24,2025-05-25,1,false,false,,
DFT-2025-02757,BR-CGLWJ-01,expansion_joint,critical,2025-10-31,2025-11-01,1,false,false,,
DFT-2026-02758,TC-AVDTI-01,shunt_failure,major,2026-02-07,2026-02-26,19,false,false,,
DFT-2025-02759,CW-PVTBM-03,burn_mark,major,2025-04-23,2025-05-14,21,false,false,,
DFT-2026-02760,OHE-STMPV-09,height_stagger,minor,2026-08-28,,10,false,false,,
DFT-2025-02761,OHE-TRL-01,hard_spot,major,2025-08-14,2025-08-25,11,false,false,,
DFT-2026-02762,TC-PVTBM-06,bonding_defect,minor,2026-01-26,2026-02-18,23,false,true,punctuality_incident,2026-01-30
DFT-2026-02763,RL-MSMBM-17,corrugation,3,2026-07-22,,47,false,true,failure,2026-08-26
DFT-2025-02764,OHE-PERABU-13,height_stagger,minor,2025-08-01,2025-09-22,52,false,false,,
DFT-2025-02765,TC-AVDTI-02,bonding_defect,minor,2025-10-17,2025-10-27,10,false,false,,
DFT-2025-02766,TO-AVD-01,crossing_wear,minor,2025-07-26,2025-09-27,63,true,true,speed_restriction,2025-07-31
DFT-2026-02767,BL-PERABU-14,fouling,minor,2026-07-03,2026-08-13,41,false,true,speed_restriction,2026-07-30
DFT-2026-02768,RL-TRLAJJ-37,corrugation,3,2026-07-21,2026-08-19,29,true,false,,
DFT-2025-02769,OHE-MS-01,height_stagger,critical,2025-08-04,2025-08-10,6,true,false,,
DFT-2025-02770,TC-TRLAJJ-19,shunt_failure,major,2025-06-24,2025-07-15,21,true,false,,
DFT-2025-02771,RL-PVTBM-07,corrugation,3,2025-04-19,2025-06-08,50,false,false,,
DFT-2025-02772,MST-AVDTI-02,foundation_defect,major,2025-10-16,2025-11-07,22,false,false,,
DFT-2026-02773,RL-AVDTI-04,wear,3,2026-04-26,2026-05-12,16,false,true,speed_restriction,2026-04-27
DFT-2026-02774,TC-MSBMS-03,shunt_failure,major,2026-08-12,2026-09-01,20,false,true,failure,2026-08-17
DFT-2026-02775,RL-TRLAJJ-07,corrugation,1,2026-01-15,2026-01-21,6,false,false,,
DFT-2026-02776,TO-MAS-17,crossing_wear,major,2026-05-14,2026-06-02,19,false,false,,
DFT-2025-02777,BL-STMPV-05,fouling,minor,2025-07-07,2025-08-23,47,false,false,,
DFT-2026-02778,RL-ABUAVD-03,weld_failure,2,2026-02-24,2026-03-01,5,false,false,,
DFT-2026-02779,BL-TRLAJJ-16,fouling,major,2026-06-15,2026-07-05,20,false,false,,
DFT-2026-02780,RL-STMPV-12,wear,3,2026-08-28,,10,false,false,,
DFT-2026-02781,TO-TRL-02,crossing_wear,minor,2026-03-04,2026-04-25,52,false,false,,
DFT-2025-02782,SL-TNPENR-04,cracked_sleeper,major,2025-03-16,2025-03-21,5,false,false,,
DFT-2026-02783,SL-PERABU-12,cracked_sleeper,major,2026-06-28,2026-07-16,18,false,false,,
DFT-2026-02784,AC-TKOAJJ-03,reset_failure,minor,2026-03-15,2026-05-13,59,false,false,,
DFT-2026-02785,RL-TRLAJJ-64,wear,2,2026-01-27,2026-02-06,10,true,false,,
DFT-2026-02786,TC-PERABU-10,shunt_failure,major,2026-03-31,2026-04-11,11,false,false,,
DFT-2025-02787,SG-TRLAJJ-04,lamp_failure,minor,2025-08-17,2025-10-13,57,false,false,,
DFT-2026-02788,MST-TNPENR-05,foundation_defect,major,2026-06-17,2026-06-25,8,false,false,,
DFT-2026-02789,RL-PVTBM-13,corrugation,3,2026-02-23,2026-04-23,59,false,false,,
DFT-2026-02790,SG-MSMBM-03,aspect_defect,minor,2026-05-31,2026-07-28,58,false,false,,
DFT-2026-02791,RL-TITRL-13,weld_failure,2,2026-09-04,,3,false,false,,
DFT-2025-02792,SL-WJCJ-03,fastening_failure,minor,2025-10-27,2025-11-19,23,false,false,,
DFT-2025-02793,OHE-PVTBM-12,height_stagger,minor,2025-09-01,2025-10-05,34,true,false,,
DFT-2025-02794,SL-BBQPER-03,fastening_failure,minor,2025-10-06,2025-11-10,35,false,true,speed_restriction,2025-10-30
DFT-2026-02795,BR-TRLAJJ-02,expansion_joint,major,2026-03-30,2026-04-14,15,false,false,,
DFT-2025-02796,BR-CGLWJ-01,corrosion,minor,2025-04-29,2025-07-05,67,false,false,,
DFT-2025-02797,TC-ENRMJR-01,shunt_failure,major,2025-04-05,2025-04-12,7,false,false,,
DFT-2025-02798,BL-MJRPON-06,ballast_deficiency,major,2025-07-24,2025-08-13,20,false,false,,
DFT-2025-02799,PT-MS-08,detection_failure,critical,2025-06-23,2025-06-26,3,false,false,,
DFT-2025-02800,TO-BBQ-05,crossing_wear,minor,2025-12-05,2026-01-19,45,false,true,speed_restriction,2025-12-07
DFT-2025-02801,BL-TRLAJJ-10,ballast_deficiency,minor,2025-07-15,2025-08-04,20,false,false,,
DFT-2026-02802,RL-PVTBM-03,rail_flaw,1,2026-02-07,2026-02-08,1,false,false,,
DFT-2026-02803,SG-ENRMJR-07,lamp_failure,minor,2026-07-04,2026-08-15,42,true,false,,
DFT-2026-02804,SG-TITRL-04,aspect_defect,minor,2026-07-09,,60,false,false,,
DFT-2026-02805,INS-ABUAVD-03,flashover_mark,minor,2026-04-15,2026-06-23,69,false,false,,
DFT-2025-02806,MST-TRLAJJ-08,corrosion,major,2025-06-30,2025-07-14,14,false,false,,
DFT-2026-02807,OHE-MJRPON-08,hard_spot,minor,2026-06-29,2026-08-17,49,false,true,failure,2026-08-16
DFT-2026-02808,TO-AVD-09,crossing_wear,minor,2026-02-27,2026-04-04,36,false,false,,
DFT-2026-02809,MST-TNPENR-07,foundation_defect,major,2026-03-07,2026-03-25,18,true,false,,
DFT-2025-02810,TC-TNPENR-08,bonding_defect,minor,2025-11-01,2025-11-29,28,true,false,,
DFT-2026-02811,BL-MSBMS-02,ballast_deficiency,minor,2026-08-30,,8,false,false,,
DFT-2025-02812,RL-PERABU-09,rail_flaw,2,2025-09-02,2025-09-22,20,false,false,,
DFT-2026-02813,SL-GISTM-02,fastening_failure,major,2026-06-24,2026-07-10,16,false,false,,
DFT-2026-02814,RL-TKOAJJ-08,weld_failure,3,2026-09-01,,6,false,false,,
DFT-2025-02815,SL-ENRMJR-01,fastening_failure,major,2025-12-31,2026-01-06,6,false,false,,
DFT-2025-02816,OHE-PVTBM-04,hard_spot,major,2025-09-18,2025-10-09,21,false,false,,
DFT-2026-02817,PT-TBM-09,motor_fault,minor,2026-05-16,2026-07-21,66,false,false,,
DFT-2026-02818,TO-MAS-12,gauge_defect,minor,2026-06-19,2026-08-24,66,true,false,,
DFT-2026-02819,TC-PERABU-03,shunt_failure,major,2026-03-08,2026-03-25,17,false,false,,
DFT-2026-02820,BR-TNPENR-01,corrosion,minor,2026-08-21,,17,false,false,,
DFT-2025-02821,BL-ENRMJR-06,ballast_deficiency,major,2025-09-23,2025-10-10,17,true,false,,
DFT-2026-02822,AC-GISTM-03,reset_failure,major,2026-02-02,2026-02-10,8,false,false,,
DFT-2026-02823,RL-PERABU-02,rail_flaw,2,2026-04-28,2026-05-11,13,false,false,,
DFT-2026-02824,SL-MBMGI-02,cracked_sleeper,minor,2026-08-23,2026-09-06,14,false,false,,
