asset_id,asset_type,department,block_section_id,station_code,km,criticality_class,install_date,last_overhaul_date,cumulative_tonnage_gmt,failure_count_12m
BL-MSBMS-02,ballast,ENG,MSB-MS-DN,,2.29,B,2024-06-04,,19.5,0
CW-MSBMS-01,contact_wire,TRD,MSB-MS-DN,,1.34,C,2023-03-17,,,0
INS-MSBMS-01,insulator,TRD,MSB-MS-DN,,3.80,C,2013-12-05,2024-07-07,,1
MST-MSBMS-01,mast,TRD,MSB-MS-DN,,3.06,B,2022-11-16,,,0
MST-MSBMS-02,mast,TRD,MSB-MS-DN,,2.64,C,1999-03-12,2024-07-04,,0
RL-MSBMS-01,rail,ENG,MSB-MS-DN,,1.09,C,2010-03-07,2024-08-30,107.4,0
RL-MSBMS-02,rail,ENG,MSB-MS-DN,,3.17,B,2013-12-26,2024-11-19,257.7,0
RL-MSBMS-03,rail,ENG,MSB-MS-DN,,2.68,B,2013-04-22,2023-07-28,349.0,0
SG-MSBMS-01,signal,SNT,MSB-MS-DN,,3.01,A,2025-01-22,,,0
SG-MSBMS-02,signal,SNT,MSB-MS-DN,,1.72,B,2018-02-07,,,0
SL-MSBMS-01,sleeper,ENG,MSB-MS-DN,,0.53,C,2025-01-19,,338.4,1
SL-MSBMS-02,sleeper,ENG,MSB-MS-DN,,0.93,C,1995-06-01,2016-09-19,785.6,1
TC-MSBMS-01,track_circuit,SNT,MSB-MS-DN,,0.96,C,2025-08-06,,98.3,0
TC-MSBMS-02,track_circuit,SNT,MSB-MS-DN,,1.72,C,2025-05-17,,47.3,0
OHE-MSBMS-03,OHE_span,TRD,MSB-MS-DN_SUB,,1.08,A,1996-02-14,2024-05-04,,1
OHE-MSBMS-04,OHE_span,TRD,MSB-MS-DN_SUB,,1.70,A,2016-10-14,,,0
AC-MSBMS-02,axle_counter,SNT,MSB-MS-DN_SUB,,3.16,A,2014-11-26,2026-04-27,77.8,0
BL-MSBMS-03,ballast,ENG,MSB-MS-DN_SUB,,0.48,A,2024-07-02,,201.6,1
BL-MSBMS-04,ballast,ENG,MSB-MS-DN_SUB,,1.13,A,2019-05-30,2025-03-14,249.6,1
CW-MSBMS-02,contact_wire,TRD,MSB-MS-DN_SUB,,3.79,A,2021-02-15,,,0
INS-MSBMS-02,insulator,TRD,MSB-MS-DN_SUB,,2.30,A,2013-11-11,2023-10-25,,1
MST-MSBMS-03,mast,TRD,MSB-MS-DN_SUB,,0.66,A,1989-09-15,2018-11-17,,1
MST-MSBMS-04,mast,TRD,MSB-MS-DN_SUB,,2.94,A,1984-09-30,2025-09-03,,1
RL-MSBMS-04,rail,ENG,MSB-MS-DN_SUB,,0.62,A,2006-10-03,2015-09-20,225.8,1
RL-MSBMS-05,rail,ENG,MSB-MS-DN_SUB,,2.72,A,2016-02-19,,173.3,1
RL-MSBMS-06,rail,ENG,MSB-MS-DN_SUB,,3.10,A,2013-06-22,2023-02-05,439.4,1
SG-MSBMS-03,signal,SNT,MSB-MS-DN_SUB,,2.82,A,2009-04-12,2024-02-14,,1
SG-MSBMS-04,signal,SNT,MSB-MS-DN_SUB,,0.56,A,2020-03-31,,,0
SL-MSBMS-03,sleeper,ENG,MSB-MS-DN_SUB,,2.54,A,2009-02-23,2024-05-10,705.2,1
SL-MSBMS-04,sleeper,ENG,MSB-MS-DN_SUB,,3.92,A,2019-01-13,,798.8,2
TC-MSBMS-03,track_circuit,SNT,MSB-MS-DN_SUB,,3.78,A,2015-12-10,2021-10-05,329.8,0
TC-MSBMS-04,track_circuit,SNT,MSB-MS-DN_SUB,,3.36,A,2015-03-19,2024-08-26,124.7,1
OHE-MSBMS-05,OHE_span,TRD,MSB-MS-UP,,2.21,B,2002-09-10,2021-09-11,,0
OHE-MSBMS-06,OHE_span,TRD,MSB-MS-UP,,3.66,C,2017-01-28,,,1
AC-MSBMS-03,axle_counter,SNT,MSB-MS-UP,,3.19,B,2012-09-24,2023-03-21,34.1,0
BL-MSBMS-05,ballast,ENG,MSB-MS-UP,,3.80,C,2021-01-13,,194.4,0
BL-MSBMS-06,ballast,ENG,MSB-MS-UP,,3.01,C,2017-10-20,2026-04-27,128.9,0
CW-MSBMS-03,contact_wire,TRD,MSB-MS-UP,,3.91,B,2003-09-26,2021-12-10,,1
INS-MSBMS-03,insulator,TRD,MSB-MS-UP,,2.20,C,2023-03-25,,,1
MST-MSBMS-05,mast,TRD,MSB-MS-UP,,0.11,B,2005-10-30,,,2
MST-MSBMS-06,mast,TRD,MSB-MS-UP,,1.30,C,2005-01-05,,,1
RL-MSBMS-07,rail,ENG,MSB-MS-UP,,3.26,B,2018-08-17,,118.7,1
RL-MSBMS-08,rail,ENG,MSB-MS-UP,,2.56,B,2014-12-28,,41.6,1
RL-MSBMS-09,rail,ENG,MSB-MS-UP,,1.30,B,2016-02-23,2024-08-30,250.0,2
SG-MSBMS-05,signal,SNT,MSB-MS-UP,,4.14,B,2024-07-09,,,0
SG-MSBMS-06,signal,SNT,MSB-MS-UP,,4.07,B,2018-08-08,,,1
SL-MSBMS-05,sleeper,ENG,MSB-MS-UP,,0.78,C,2025-07-21,,678.1,0
SL-MSBMS-06,sleeper,ENG,MSB-MS-UP,,3.18,B,2022-02-04,,64.6,1
TC-MSBMS-05,track_circuit,SNT,MSB-MS-UP,,3.58,C,2025-04-15,,18.3,0
TC-MSBMS-06,track_circuit,SNT,MSB-MS-UP,,3.15,B,2020-05-25,,127.5,0
OHE-MSBMS-07,OHE_span,TRD,MSB-MS-UP_SUB,,1.00,A,2013-04-02,,,1
OHE-MSBMS-08,OHE_span,TRD,MSB-MS-UP_SUB,,0.74,A,1997-12-24,2017-12-23,,0
AC-MSBMS-04,axle_counter,SNT,MSB-MS-UP_SUB,,2.86,A,2018-03-21,2024-10-02,434.5,0
BL-MSBMS-07,ballast,ENG,MSB-MS-UP_SUB,,3.10,A,2018-12-10,2026-06-18,28.4,0
BL-MSBMS-08,ballast,ENG,MSB-MS-UP_SUB,,4.09,A,2024-05-25,,46.9,1
CW-MSBMS-04,contact_wire,TRD,MSB-MS-UP_SUB,,1.46,A,2021-11-20,,,0
INS-MSBMS-04,insulator,TRD,MSB-MS-UP_SUB,,2.20,A,2025-07-26,,,0
MST-MSBMS-07,mast,TRD,MSB-MS-UP_SUB,,0.21,A,2011-09-10,,,0
MST-MSBMS-08,mast,TRD,MSB-MS-UP_SUB,,2.06,A,1995-12-14,2022-06-07,,4
RL-MSBMS-10,rail,ENG,MSB-MS-UP_SUB,,3.60,A,2011-07-10,2023-08-25,547.2,1
RL-MSBMS-11,rail,ENG,MSB-MS-UP_SUB,,4.10,A,2017-04-16,2026-06-21,561.6,1
RL-MSBMS-12,rail,ENG,MSB-MS-UP_SUB,,4.02,A,2017-05-25,2026-03-03,638.8,3
SG-MSBMS-07,signal,SNT,MSB-MS-UP_SUB,,1.74,A,2011-06-26,2023-10-25,,1
SG-MSBMS-08,signal,SNT,MSB-MS-UP_SUB,,4.03,A,2011-09-18,2025-06-14,,1
SL-MSBMS-07,sleeper,ENG,MSB-MS-UP_SUB,,0.50,A,2022-10-05,,165.8,0
SL-MSBMS-08,sleeper,ENG,MSB-MS-UP_SUB,,1.79,A,1999-03-31,2017-12-09,875.4,0
TC-MSBMS-07,track_circuit,SNT,MSB-MS-UP_SUB,,0.69,A,2023-04-02,,30.6,0
TC-MSBMS-08,track_circuit,SNT,MSB-MS-UP_SUB,,3.40,A,2017-11-22,2025-10-23,279.4,0
OHE-PERABU-01,OHE_span,TRD,PER-ABU-DN,,11.77,B,2004-02-13,2023-05-16,,0
OHE-PERABU-02,OHE_span,TRD,PER-ABU-DN,,10.90,B,2004-06-14,2023-06-20,,1
OHE-PERABU-03,OHE_span,TRD,PER-ABU-DN,,14.28,B,2022-03-12,,,0
OHE-PERABU-04,OHE_span,TRD,PER-ABU-DN,,5.54,C,2022-07-31,,,0
OHE-PERABU-05,OHE_span,TRD,PER-ABU-DN,,9.80,B,2008-07-18,,,0
AC-PERABU-01,axle_counter,SNT,PER-ABU-DN,,10.43,B,2021-06-14,,469.6,0
AC-PERABU-02,axle_counter,SNT,PER-ABU-DN,,6.43,B,2022-12-13,,464.8,3
BL-PERABU-01,ballast,ENG,PER-ABU-DN,,13.14,C,2017-05-17,2023-07-07,233.5,0
BL-PERABU-02,ballast,ENG,PER-ABU-DN,,5.22,B,2018-01-18,2024-07-28,196.5,0
BL-PERABU-03,ballast,ENG,PER-ABU-DN,,8.89,B,2025-12-28,,397.3,1
BL-PERABU-04,ballast,ENG,PER-ABU-DN,,14.56,C,2022-11-05,,481.3,1
CW-PERABU-01,contact_wire,TRD,PER-ABU-DN,,5.41,B,2011-01-17,2025-01-09,,0
CW-PERABU-02,contact_wire,TRD,PER-ABU-DN,,10.06,A,2022-10-06,,,0
CW-PERABU-03,contact_wire,TRD,PER-ABU-DN,,6.48,B,2012-08-25,2026-04-03,,0
INS-PERABU-01,insulator,TRD,PER-ABU-DN,,5.39,C,2023-10-12,,,0
INS-PERABU-02,insulator,TRD,PER-ABU-DN,,10.81,B,2025-11-19,,,0
MST-PERABU-01,mast,TRD,PER-ABU-DN,,9.10,B,2022-09-27,,,1
MST-PERABU-02,mast,TRD,PER-ABU-DN,,10.28,B,1987-12-29,2013-03-31,,1
MST-PERABU-03,mast,TRD,PER-ABU-DN,,8.69,C,2004-06-02,,,1
MST-PERABU-04,mast,TRD,PER-ABU-DN,,9.44,B,2016-04-24,,,0
RL-PERABU-01,rail,ENG,PER-ABU-DN,,6.96,A,2022-05-30,,530.8,0
RL-PERABU-02,rail,ENG,PER-ABU-DN,,11.86,B,2011-04-10,2019-11-09,734.4,1
RL-PERABU-03,rail,ENG,PER-ABU-DN,,8.60,B,2009-12-24,2025-11-04,144.9,1
RL-PERABU-04,rail,ENG,PER-ABU-DN,,6.58,B,2006-02-18,2025-09-06,128.8,1
RL-PERABU-05,rail,ENG,PER-ABU-DN,,13.93,B,2003-03-13,2023-05-03,39.6,0
RL-PERABU-06,rail,ENG,PER-ABU-DN,,13.39,B,2020-07-01,,658.8,1
SG-PERABU-01,signal,SNT,PER-ABU-DN,,6.60,B,2012-10-07,2025-09-22,,0
SG-PERABU-02,signal,SNT,PER-ABU-DN,,9.33,B,2013-10-25,2025-09-10,,1
SG-PERABU-03,signal,SNT,PER-ABU-DN,,12.41,B,2007-10-25,2020-07-01,,0
SG-PERABU-04,signal,SNT,PER-ABU-DN,,6.52,B,2023-07-30,,,3
SL-PERABU-01,sleeper,ENG,PER-ABU-DN,,10.55,B,2007-12-20,2023-07-20,1276.6,4
SL-PERABU-02,sleeper,ENG,PER-ABU-DN,,9.74,C,1995-03-06,2013-08-10,910.1,3
SL-PERABU-03,sleeper,ENG,PER-ABU-DN,,10.46,B,1994-05-28,2025-04-01,1285.9,4
SL-PERABU-04,sleeper,ENG,PER-ABU-DN,,7.91,B,1993-06-12,2007-08-31,515.4,1
TC-PERABU-01,track_circuit,SNT,PER-ABU-DN,,7.46,B,2016-03-16,2021-12-10,443.0,1
TC-PERABU-02,track_circuit,SNT,PER-ABU-DN,,11.45,B,2019-05-10,,143.7,1
TC-PERABU-03,track_circuit,SNT,PER-ABU-DN,,9.01,B,2016-02-12,2022-08-11,614.0,0
TC-PERABU-04,track_circuit,SNT,PER-ABU-DN,,13.57,C,2021-05-01,2026-05-24,405.0,0
OHE-PERABU-06,OHE_span,TRD,PER-ABU-DN_SUB,,5.93,B,2016-05-09,,,1
OHE-PERABU-07,OHE_span,TRD,PER-ABU-DN_SUB,,13.94,A,2002-07-24,2026-03-07,,4
OHE-PERABU-08,OHE_span,TRD,PER-ABU-DN_SUB,,14.72,A,2017-09-20,,,1
OHE-PERABU-09,OHE_span,TRD,PER-ABU-DN_SUB,,12.86,A,2014-05-26,,,2
OHE-PERABU-10,OHE_span,TRD,PER-ABU-DN_SUB,,13.68,A,2006-11-23,2025-12-22,,3
AC-PERABU-03,axle_counter,SNT,PER-ABU-DN_SUB,,10.33,A,2026-01-03,,33.1,0
AC-PERABU-04,axle_counter,SNT,PER-ABU-DN_SUB,,12.67,A,2025-03-22,,258.0,0
BL-PERABU-05,ballast,ENG,PER-ABU-DN_SUB,,12.78,A,2016-01-27,2023-05-31,152.3,0
BL-PERABU-06,ballast,ENG,PER-ABU-DN_SUB,,12.96,B,2026-01-10,,206.0,0
BL-PERABU-07,ballast,ENG,PER-ABU-DN_SUB,,14.21,A,2016-10-04,2023-08-15,204.7,0
BL-PERABU-08,ballast,ENG,PER-ABU-DN_SUB,,9.29,B,2023-03-25,,36.9,0
CW-PERABU-04,contact_wire,TRD,PER-ABU-DN_SUB,,12.52,A,2003-12-04,2024-10-17,,1
CW-PERABU-05,contact_wire,TRD,PER-ABU-DN_SUB,,11.10,A,2011-05-30,2026-01-17,,1
CW-PERABU-06,contact_wire,TRD,PER-ABU-DN_SUB,,8.46,A,2017-12-25,,,0
INS-PERABU-03,insulator,TRD,PER-ABU-DN_SUB,,10.02,A,2020-12-14,,,0
INS-PERABU-04,insulator,TRD,PER-ABU-DN_SUB,,5.29,B,2025-04-22,,,0
MST-PERABU-05,mast,TRD,PER-ABU-DN_SUB,,11.85,B,2007-11-19,,,0
MST-PERABU-06,mast,TRD,PER-ABU-DN_SUB,,14.62,A,1989-09-20,2025-01-10,,3
MST-PERABU-07,mast,TRD,PER-ABU-DN_SUB,,7.49,A,1989-11-28,2014-11-04,,2
MST-PERABU-08,mast,TRD,PER-ABU-DN_SUB,,8.56,A,2003-03-11,,,1
RL-PERABU-07,rail,ENG,PER-ABU-DN_SUB,,8.03,A,2021-10-15,,34.3,1
RL-PERABU-08,rail,ENG,PER-ABU-DN_SUB,,8.80,A,2008-06-23,2022-07-18,463.9,2
RL-PERABU-09,rail,ENG,PER-ABU-DN_SUB,,11.36,A,2005-10-16,2026-06-03,60.9,2
RL-PERABU-10,rail,ENG,PER-ABU-DN_SUB,,5.66,A,2020-02-23,,222.4,0
RL-PERABU-11,rail,ENG,PER-ABU-DN_SUB,,6.74,A,2009-02-23,2022-09-27,39.8,1
RL-PERABU-12,rail,ENG,PER-ABU-DN_SUB,,8.70,A,2014-01-09,2023-06-14,284.4,1
SG-PERABU-05,signal,SNT,PER-ABU-DN_SUB,,10.21,A,2011-06-17,2024-11-12,,1
SG-PERABU-06,signal,SNT,PER-ABU-DN_SUB,,12.34,A,2016-02-28,,,1
SG-PERABU-07,signal,SNT,PER-ABU-DN_SUB,,12.23,A,2025-11-14,,,0
SG-PERABU-08,signal,SNT,PER-ABU-DN_SUB,,11.00,A,2010-09-30,2025-07-15,,1
SL-PERABU-05,sleeper,ENG,PER-ABU-DN_SUB,,5.55,A,2011-01-07,,101.9,0
SL-PERABU-06,sleeper,ENG,PER-ABU-DN_SUB,,11.53,B,1991-08-13,2019-02-04,321.4,0
SL-PERABU-07,sleeper,ENG,PER-ABU-DN_SUB,,9.91,A,1995-08-15,2021-04-08,602.9,0
SL-PERABU-08,sleeper,ENG,PER-ABU-DN_SUB,,13.34,A,2024-07-11,,913.5,1
TC-PERABU-05,track_circuit,SNT,PER-ABU-DN_SUB,,6.23,B,2023-08-02,,81.8,0
TC-PERABU-06,track_circuit,SNT,PER-ABU-DN_SUB,,5.53,B,2025-02-15,,299.2,0
TC-PERABU-07,track_circuit,SNT,PER-ABU-DN_SUB,,7.38,B,2024-12-16,,215.3,1
TC-PERABU-08,track_circuit,SNT,PER-ABU-DN_SUB,,6.24,A,2024-06-04,,323.4,1
OHE-PERABU-11,OHE_span,TRD,PER-ABU-UP,,5.38,B,2014-11-11,,,1
OHE-PERABU-12,OHE_span,TRD,PER-ABU-UP,,13.16,B,2012-02-27,,,0
OHE-PERABU-13,OHE_span,TRD,PER-ABU-UP,,12.24,C,2015-06-22,,,0
OHE-PERABU-14,OHE_span,TRD,PER-ABU-UP,,13.54,B,2002-09-06,2025-04-05,,1
OHE-PERABU-15,OHE_span,TRD,PER-ABU-UP,,10.75,C,2025-01-05,,,1
AC-PERABU-05,axle_counter,SNT,PER-ABU-UP,,11.87,C,2014-02-20,2021-06-05,430.8,0
AC-PERABU-06,axle_counter,SNT,PER-ABU-UP,,8.38,B,2025-12-07,,235.0,0
BL-PERABU-09,ballast,ENG,PER-ABU-UP,,10.94,C,2017-11-04,2024-05-24,170.4,1
BL-PERABU-10,ballast,ENG,PER-ABU-UP,,14.36,C,2023-07-14,,273.4,0
BL-PERABU-11,ballast,ENG,PER-ABU-UP,,8.59,B,2020-12-27,,167.2,0
BL-PERABU-12,ballast,ENG,PER-ABU-UP,,9.40,C,2021-06-06,,39.2,0
CW-PERABU-07,contact_wire,TRD,PER-ABU-UP,,5.36,B,2003-04-20,2024-11-10,,0
CW-PERABU-08,contact_wire,TRD,PER-ABU-UP,,5.59,C,2010-10-22,2025-04-17,,0
CW-PERABU-09,contact_wire,TRD,PER-ABU-UP,,13.87,B,2009-05-10,2022-11-08,,2
INS-PERABU-05,insulator,TRD,PER-ABU-UP,,5.69,B,2013-11-24,2022-01-01,,0
INS-PERABU-06,insulator,TRD,PER-ABU-UP,,7.01,B,2012-10-26,2023-08-20,,0
MST-PERABU-09,mast,TRD,PER-ABU-UP,,13.75,B,1986-08-27,2016-09-10,,2
MST-PERABU-10,mast,TRD,PER-ABU-UP,,5.69,C,2026-02-01,,,0
MST-PERABU-11,mast,TRD,PER-ABU-UP,,7.10,C,2004-06-10,,,0
MST-PERABU-12,mast,TRD,PER-ABU-UP,,14.37,C,1998-11-20,2025-10-29,,1
RL-PERABU-13,rail,ENG,PER-ABU-UP,,14.37,B,2005-06-15,2018-11-26,426.7,0
RL-PERABU-14,rail,ENG,PER-ABU-UP,,7.41,B,2005-02-04,2025-10-10,176.0,0
RL-PERABU-15,rail,ENG,PER-ABU-UP,,10.33,A,2015-07-25,2025-08-25,484.4,2
RL-PERABU-16,rail,ENG,PER-ABU-UP,,10.88,C,2004-01-14,2014-12-21,845.2,3
RL-PERABU-17,rail,ENG,PER-ABU-UP,,5.35,B,2023-12-04,,583.4,1
RL-PERABU-18,rail,ENG,PER-ABU-UP,,5.85,B,2010-04-12,2025-01-18,579.0,0
SG-PERABU-09,signal,SNT,PER-ABU-UP,,10.36,B,2014-02-07,2026-02-17,,0
SG-PERABU-10,signal,SNT,PER-ABU-UP,,8.00,B,2012-02-07,2024-11-14,,0
SG-PERABU-11,signal,SNT,PER-ABU-UP,,13.66,B,2023-01-16,,,0
SG-PERABU-12,signal,SNT,PER-ABU-UP,,11.27,B,2009-03-09,2025-06-13,,1
SL-PERABU-09,sleeper,ENG,PER-ABU-UP,,10.46,B,1994-09-28,2016-03-21,306.1,1
SL-PERABU-10,sleeper,ENG,PER-ABU-UP,,9.25,C,2021-12-26,,1628.4,1
SL-PERABU-11,sleeper,ENG,PER-ABU-UP,,7.60,C,1995-11-26,2013-12-02,1666.9,1
SL-PERABU-12,sleeper,ENG,PER-ABU-UP,,11.54,C,2007-09-15,2022-09-09,460.8,1
TC-PERABU-09,track_circuit,SNT,PER-ABU-UP,,14.43,C,2023-09-29,,599.8,1
TC-PERABU-10,track_circuit,SNT,PER-ABU-UP,,13.08,C,2013-06-14,2024-03-08,484.9,0
TC-PERABU-11,track_circuit,SNT,PER-ABU-UP,,10.76,B,2022-12-30,,450.3,1
TC-PERABU-12,track_circuit,SNT,PER-ABU-UP,,9.49,C,2013-04-06,2022-09-12,589.5,2
OHE-PERABU-16,OHE_span,TRD,PER-ABU-UP_SUB,,6.14,B,2008-04-01,,,0
OHE-PERABU-17,OHE_span,TRD,PER-ABU-UP_SUB,,10.66,A,2018-02-11,,,0
OHE-PERABU-18,OHE_span,TRD,PER-ABU-UP_SUB,,8.01,B,2020-05-16,,,0
OHE-PERABU-19,OHE_span,TRD,PER-ABU-UP_SUB,,7.93,A,2001-06-12,2021-06-06,,1
OHE-PERABU-20,OHE_span,TRD,PER-ABU-UP_SUB,,8.19,A,1993-12-31,2022-05-05,,0
AC-PERABU-07,axle_counter,SNT,PER-ABU-UP_SUB,,9.09,A,2022-05-21,,37.2,2
AC-PERABU-08,axle_counter,SNT,PER-ABU-UP_SUB,,6.21,B,2019-01-24,,195.3,1
BL-PERABU-13,ballast,ENG,PER-ABU-UP_SUB,,11.70,B,2016-07-10,2023-02-22,105.6,1
BL-PERABU-14,ballast,ENG,PER-ABU-UP_SUB,,6.38,A,2026-01-18,,212.5,0
BL-PERABU-15,ballast,ENG,PER-ABU-UP_SUB,,6.89,A,2021-10-07,,187.4,0
BL-PERABU-16,ballast,ENG,PER-ABU-UP_SUB,,7.61,B,2025-05-10,,176.5,1
CW-PERABU-10,contact_wire,TRD,PER-ABU-UP_SUB,,5.91,A,2015-06-18,,,1
CW-PERABU-11,contact_wire,TRD,PER-ABU-UP_SUB,,11.65,A,2006-12-30,2023-08-29,,0
CW-PERABU-12,contact_wire,TRD,PER-ABU-UP_SUB,,9.77,A,2011-02-20,2024-08-26,,1
INS-PERABU-07,insulator,TRD,PER-ABU-UP_SUB,,10.07,A,2023-03-12,,,2
INS-PERABU-08,insulator,TRD,PER-ABU-UP_SUB,,11.36,A,2024-03-28,,,0
MST-PERABU-13,mast,TRD,PER-ABU-UP_SUB,,10.80,A,2004-12-21,,,1
MST-PERABU-14,mast,TRD,PER-ABU-UP_SUB,,12.77,A,1998-05-30,2026-02-04,,0
MST-PERABU-15,mast,TRD,PER-ABU-UP_SUB,,10.84,A,1991-01-11,2020-05-01,,1
MST-PERABU-16,mast,TRD,PER-ABU-UP_SUB,,7.90,A,1988-10-24,2024-05-18,,2
RL-PERABU-19,rail,ENG,PER-ABU-UP_SUB,,6.49,A,2016-03-21,2025-03-19,472.2,0
RL-PERABU-20,rail,ENG,PER-ABU-UP_SUB,,13.38,A,2019-03-18,,321.9,1
RL-PERABU-21,rail,ENG,PER-ABU-UP_SUB,,9.72,A,2017-10-18,2026-05-17,511.1,0
RL-PERABU-22,rail,ENG,PER-ABU-UP_SUB,,7.07,A,2020-02-28,,76.0,0
RL-PERABU-23,rail,ENG,PER-ABU-UP_SUB,,13.11,A,2023-07-08,,428.1,1
RL-PERABU-24,rail,ENG,PER-ABU-UP_SUB,,5.60,A,2017-06-01,2026-06-17,537.6,0
SG-PERABU-13,signal,SNT,PER-ABU-UP_SUB,,8.66,A,2024-04-29,,,0
SG-PERABU-14,signal,SNT,PER-ABU-UP_SUB,,7.41,A,2014-05-06,2025-09-14,,1
SG-PERABU-15,signal,SNT,PER-ABU-UP_SUB,,9.76,A,2016-09-26,,,0
SG-PERABU-16,signal,SNT,PER-ABU-UP_SUB,,9.20,A,2009-04-30,2025-08-25,,0
SL-PERABU-13,sleeper,ENG,PER-ABU-UP_SUB,,6.52,A,2001-09-08,2024-01-11,485.3,0
SL-PERABU-14,sleeper,ENG,PER-ABU-UP_SUB,,5.20,A,2023-10-11,,395.9,1
SL-PERABU-15,sleeper,ENG,PER-ABU-UP_SUB,,9.07,A,2015-11-11,,749.9,2
SL-PERABU-16,sleeper,ENG,PER-ABU-UP_SUB,,9.76,A,1999-06-17,2025-12-27,356.8,2
TC-PERABU-13,track_circuit,SNT,PER-ABU-UP_SUB,,11.16,A,2022-03-16,,81.8,2
TC-PERABU-14,track_circuit,SNT,PER-ABU-UP_SUB,,5.57,A,2025-10-02,,235.3,2
TC-PERABU-15,track_circuit,SNT,PER-ABU-UP_SUB,,7.21,B,2018-04-13,2025-11-19,206.8,0
TC-PERABU-16,track_circuit,SNT,PER-ABU-UP_SUB,,12.78,A,2017-08-02,2025-07-21,17.6,0
OHE-PONGPD-01,OHE_span,TRD,PON-GPD-DN,,46.46,C,2022-05-17,,,1
OHE-PONGPD-02,OHE_span,TRD,PON-GPD-DN,,35.51,C,2006-07-21,2025-09-26,,0
OHE-PONGPD-03,OHE_span,TRD,PON-GPD-DN,,41.96,C,2026-01-02,,,0
OHE-PONGPD-04,OHE_span,TRD,PON-GPD-DN,,44.12,C,2007-01-13,2026-04-27,,0
OHE-PONGPD-05,OHE_span,TRD,PON-GPD-DN,,39.94,C,2006-04-09,2025-04-21,,0
OHE-PONGPD-06,OHE_span,TRD,PON-GPD-DN,,46.17,C,1996-10-27,2021-06-04,,1
AC-PONGPD-01,axle_counter,SNT,PON-GPD-DN,,44.64,C,2015-06-12,2021-03-20,418.4,0
AC-PONGPD-02,axle_counter,SNT,PON-GPD-DN,,37.92,C,2021-09-02,,540.0,1
BL-PONGPD-01,ballast,ENG,PON-GPD-DN,,44.70,C,2015-07-04,2024-05-12,260.3,1
BL-PONGPD-02,ballast,ENG,PON-GPD-DN,,45.50,C,2022-05-26,2026-06-23,216.4,0
BL-PONGPD-03,ballast,ENG,PON-GPD-DN,,38.73,C,2019-06-23,2026-04-18,132.0,0
BL-PONGPD-04,ballast,ENG,PON-GPD-DN,,35.64,C,2019-11-17,2026-05-20,228.2,1
CW-PONGPD-01,contact_wire,TRD,PON-GPD-DN,,43.09,B,2014-08-13,,,1
CW-PONGPD-02,contact_wire,TRD,PON-GPD-DN,,35.35,B,2023-12-06,,,0
CW-PONGPD-03,contact_wire,TRD,PON-GPD-DN,,43.16,B,2017-03-05,,,0
INS-PONGPD-01,insulator,TRD,PON-GPD-DN,,40.75,C,2025-01-30,,,1
INS-PONGPD-02,insulator,TRD,PON-GPD-DN,,44.65,C,2019-07-29,,,0
INS-PONGPD-03,insulator,TRD,PON-GPD-DN,,35.83,C,2021-08-24,,,0
MST-PONGPD-01,mast,TRD,PON-GPD-DN,,39.36,C,1998-05-07,2023-11-22,,0
MST-PONGPD-02,mast,TRD,PON-GPD-DN,,35.33,C,1991-09-12,2021-10-19,,2
MST-PONGPD-03,mast,TRD,PON-GPD-DN,,43.34,C,2007-01-30,,,0
MST-PONGPD-04,mast,TRD,PON-GPD-DN,,35.63,C,1996-01-28,2025-07-29,,0
MST-PONGPD-05,mast,TRD,PON-GPD-DN,,38.26,C,2017-06-28,,,0
RL-PONGPD-01,rail,ENG,PON-GPD-DN,,43.39,C,2004-10-27,2014-11-06,273.9,1
RL-PONGPD-02,rail,ENG,PON-GPD-DN,,35.46,C,2017-04-14,2025-10-21,267.8,0
RL-PONGPD-03,rail,ENG,PON-GPD-DN,,40.21,C,2006-08-05,2015-02-24,991.1,1
RL-PONGPD-04,rail,ENG,PON-GPD-DN,,38.84,B,2013-04-23,2026-06-19,443.5,1
RL-PONGPD-05,rail,ENG,PON-GPD-DN,,41.60,B,2002-12-28,2020-05-08,651.9,3
RL-PONGPD-06,rail,ENG,PON-GPD-DN,,41.92,B,2024-02-19,,283.8,0
RL-PONGPD-07,rail,ENG,PON-GPD-DN,,36.03,B,2008-07-17,2019-04-20,411.3,1
RL-PONGPD-08,rail,ENG,PON-GPD-DN,,43.67,B,2018-10-16,,516.1,1
SG-PONGPD-01,signal,SNT,PON-GPD-DN,,36.13,B,2012-03-09,2026-05-31,,0
SG-PONGPD-02,signal,SNT,PON-GPD-DN,,46.40,C,2015-03-18,2026-06-10,,1
SG-PONGPD-03,signal,SNT,PON-GPD-DN,,40.81,B,2008-09-13,2021-08-31,,1
SG-PONGPD-04,signal,SNT,PON-GPD-DN,,45.76,C,2009-08-05,2020-05-13,,0
SL-PONGPD-01,sleeper,ENG,PON-GPD-DN,,43.93,C,2001-01-06,2021-10-28,860.9,3
SL-PONGPD-02,sleeper,ENG,PON-GPD-DN,,39.82,C,2010-10-16,2026-05-30,1513.2,2
SL-PONGPD-03,sleeper,ENG,PON-GPD-DN,,41.85,C,1995-06-05,2017-10-06,1503.2,2
SL-PONGPD-04,sleeper,ENG,PON-GPD-DN,,40.03,C,1994-01-28,2026-02-09,37.6,0
TC-PONGPD-01,track_circuit,SNT,PON-GPD-DN,,44.33,C,2025-03-15,,325.0,1
