task_id,source_system,source_ref,department,task_type_id,asset_id,location_kind,block_section_id,station_code,start_km,end_km,line_id,origin,raised_date,days_pending,severity,deadline,safety_critical,access_required,requested_duration_min,crew_required,machine_required,materials_ready,season_restricted,night_permitted,status
ENG-2026-05534,TMS,TMS-05534,ENG,ENG-SLEEPER-RENEWAL,SL-TRLAJJ-32,edge,TRL-AJJ-UP_SUB,,66.21,66.71,UP_SUB,proactive,2026-08-31,7,minor,,false,traffic_block,235,20,none,true,true,true,pending
TRD-2025-01644,TDMS,TDMS-01644,TRD,TRD-OHE-INSULATOR,INS-PERABU-04,edge,PER-ABU-DN_SUB,,10.67,10.77,DN_SUB,defect,2025-09-30,195,major,,false,power_block,113,5,OHE_tower_car,true,true,true,done
SNT-2026-01293,SMMS,SMMS-01293,SNT,SNT-SIGNAL-REPLACE,SG-TNPENR-06,edge,TNP-ENR-UP,,5.43,5.53,UP,defect,2026-05-03,97,minor,2026-08-26,false,disconnection,162,6,none,true,true,true,done
ENG-2026-05535,TMS,TMS-05535,ENG,ENG-RAIL-GRIND,RL-CJTMLP-05,edge,CJ-TMLP-SINGLE,,106.45,107.80,SINGLE,proactive,2026-02-26,113,2,,false,traffic_block,195,4,rail_grinder,true,false,true,done
SNT-2026-01294,SMMS,SMMS-01294,SNT,SNT-POINT-REPLACE,PT-MSB-08,node,,MSB,0.00,0.00,,defect,2026-02-27,117,minor,,false,disconnection,200,4,none,true,false,true,done
ENG-2025-05536,TMS,TMS-05536,ENG,ENG-BALLAST-REGULATE,BL-AVDTI-11,edge,AVD-TI-UP_SUB,,25.43,27.43,UP_SUB,overdue,2025-12-21,175,minor,,false,traffic_block,150,5,ballast_regulator,true,true,true,done
ENG-2025-05537,TMS,TMS-05537,ENG,ENG-RAIL-RENEWAL,RL-TITRL-03,edge,TI-TRL-DN,,36.43,36.93,DN,defect,2025-12-13,203,3,,false,traffic_block,298,25,none,true,true,true,done
SNT-2026-01295,SMMS,SMMS-01295,SNT,SNT-SIGNAL-REPLACE,SG-STMPV-07,edge,STM-PV-UP_SUB,,17.67,17.77,UP_SUB,defect,2026-01-27,198,major,,false,disconnection,178,6,none,true,true,true,done
ENG-2026-05538,TMS,TMS-05538,ENG,ENG-RAIL-GRIND,RL-TITRL-22,edge,TI-TRL-UP,,40.06,42.00,UP,overdue,2026-07-28,41,1,2026-08-13,true,traffic_block,173,4,rail_grinder,false,false,true,scheduled
TRD-2026-01645,TDMS,TDMS-01645,TRD,TRD-OHE-DROPPER,CW-MSMBM-03,edge,MS-MBM-DN_SUB,,8.48,8.98,DN_SUB,routine,2026-06-25,74,minor,,false,power_block,85,5,OHE_tower_car,true,false,true,scheduled
SNT-2025-01296,SMMS,SMMS-01296,SNT,SNT-SIGNAL-LAMP,SG-TRLAJJ-29,edge,TRL-AJJ-UP_SUB,,59.49,59.59,UP_SUB,proactive,2025-09-09,302,minor,2025-11-06,false,none,41,2,none,false,false,true,deferred
TRD-2026-01646,TDMS,TDMS-01646,TRD,TRD-OHE-DROPPER,CW-GISTM-03,edge,GI-STM-UP,,15.27,15.77,UP,routine,2026-07-27,41,minor,,false,power_block,110,4,OHE_tower_car,true,false,true,done
SNT-2026-01297,SMMS,SMMS-01297,SNT,SNT-TRACK-CIRCUIT,TC-PERABU-15,edge,PER-ABU-UP_SUB,,13.50,14.00,UP_SUB,routine,2026-03-16,101,minor,,false,disconnection,105,3,none,true,true,true,done
SNT-2025-01298,SMMS,SMMS-01298,SNT,SNT-AXLE-COUNTER,AC-PERABU-03,edge,PER-ABU-DN_SUB,,5.34,5.64,DN_SUB,overdue,2025-10-11,37,critical,2025-10-26,true,disconnection,112,3,none,true,true,true,done
SNT-2026-01299,SMMS,SMMS-01299,SNT,SNT-TRACK-CIRCUIT,TC-PERABU-12,edge,PER-ABU-UP,,10.02,10.52,UP,overdue,2026-08-09,29,critical,2026-08-20,true,disconnection,129,3,none,true,true,true,pending
TRD-2025-01647,TDMS,TDMS-01647,TRD,TRD-OHE-DROPPER,CW-PERABU-12,edge,PER-ABU-UP_SUB,,13.84,14.34,UP_SUB,overdue,2025-09-19,329,minor,,false,power_block,76,5,OHE_tower_car,true,false,true,done
TRD-2026-01648,TDMS,TDMS-01648,TRD,TRD-OHE-MAST,MST-TITRL-07,edge,TI-TRL-DN_SUB,,37.46,37.66,DN_SUB,overdue,2026-05-19,18,critical,2026-05-30,true,power_block,115,8,OHE_tower_car,true,true,true,done
ENG-2026-05539,TMS,TMS-05539,ENG,ENG-RAIL-WELD,RL-TRLAJJ-26,edge,TRL-AJJ-DN_SUB,,47.28,48.28,DN_SUB,defect,2026-02-11,67,3,,false,traffic_block,186,6,none,true,false,true,done
ENG-2025-05540,TMS,TMS-05540,ENG,ENG-TURNOUT-TAMP,TO-ENR-05,node,,ENR,16.00,16.00,,routine,2025-11-02,42,major,,false,traffic_block,228,8,tamper,true,true,true,done
SNT-2026-01300,SMMS,SMMS-01300,SNT,SNT-TRACK-CIRCUIT,TC-STMPV-04,edge,STM-PV-DN_SUB,,19.41,19.91,DN_SUB,overdue,2026-03-12,76,major,,false,disconnection,114,3,none,true,true,true,done
SNT-2026-01301,SMMS,SMMS-01301,SNT,SNT-TRACK-CIRCUIT,TC-MSMBM-08,edge,MS-MBM-UP,,6.49,6.99,UP,proactive,2026-04-10,115,minor,,false,disconnection,116,3,none,true,true,true,done
TRD-2025-01649,TDMS,TDMS-01649,TRD,TRD-OHE-FAULT,OHE-TRLAJJ-0402,edge,TRL-AJJ-UP,,42.00,42.30,UP,defect,2025-09-30,104,minor,,false,power_block,126,5,OHE_tower_car,false,true,true,done
SNT-2026-01302,SMMS,SMMS-01302,SNT,SNT-TRACK-CIRCUIT,TC-ABUAVD-01,edge,ABU-AVD-DN,,15.51,16.01,DN,overdue,2026-01-02,107,minor,,false,disconnection,121,3,none,true,true,true,done
ENG-2025-05541,TMS,TMS-05541,ENG,ENG-TRACK-PATROL,,edge,TMLP-TKO-SINGLE,,113.98,114.80,SINGLE,routine,2025-11-15,282,major,2026-01-06,false,none,91,2,none,true,false,false,done
ENG-2026-05542,TMS,TMS-05542,ENG,ENG-CURVE-REALIGN,BL-ENRMJR-07,edge,ENR-MJR-UP,,21.80,22.60,UP,overdue,2026-03-07,163,critical,2026-03-23,true,traffic_block,212,12,tamper,true,true,true,done
ENG-2026-05543,TMS,TMS-05543,ENG,ENG-DRAIN-CLEAR,,edge,TNP-ENR-UP,,12.84,14.34,UP,routine,2026-01-17,68,critical,2026-02-16,true,none,135,7,none,true,true,false,done
ENG-2026-05544,TMS,TMS-05544,ENG,ENG-USFD-TEST,RL-MJRPON-07,edge,MJR-PON-UP,,31.64,35.00,UP,proactive,2026-07-16,15,2,,false,traffic_block,156,3,USFD_car,true,false,true,done
ENG-2026-05545,TMS,TMS-05545,ENG,ENG-TURNOUT-OVERHAUL,TO-MSB-09,node,,MSB,0.00,0.00,,overdue,2026-05-14,29,major,2026-08-08,false,traffic_block,397,13,none,true,true,true,done
TRD-2025-01650,TDMS,TDMS-01650,TRD,TRD-OHE-MAST,MST-TRLAJJ-27,edge,TRL-AJJ-UP,,56.07,56.27,UP,overdue,2025-09-26,341,major,,false,power_block,185,7,OHE_tower_car,true,true,true,done
ENG-2026-05546,TMS,TMS-05546,ENG,ENG-SLEEPER-RENEWAL,SL-TRLAJJ-27,edge,TRL-AJJ-UP,,64.41,64.91,UP,defect,2026-07-22,31,minor,2026-11-09,false,traffic_block,275,18,none,true,true,true,done
SNT-2025-01303,SMMS,SMMS-01303,SNT,SNT-AXLE-COUNTER,AC-WJCJ-02,edge,WJ-CJ-SINGLE,,83.31,83.61,SINGLE,emergency_followup,2025-11-01,273,major,,false,disconnection,122,3,none,true,true,true,done
ENG-2026-05547,TMS,TMS-05547,ENG,ENG-SLEEPER-RENEWAL,SL-TRLAJJ-04,edge,TRL-AJJ-DN,,58.94,59.44,DN,defect,2026-08-24,13,major,,false,traffic_block,285,19,none,true,true,true,done
TRD-2026-01651,TDMS,TDMS-01651,TRD,TRD-OHE-MAST,MST-MSMBM-10,edge,MS-MBM-UP_SUB,,10.25,10.45,UP_SUB,overdue,2026-08-21,15,major,2026-12-09,false,power_block,149,6,OHE_tower_car,true,true,true,done
TRD-2025-01652,TDMS,TDMS-01652,TRD,TRD-OHE-INSULATOR,INS-WJCJ-03,edge,WJ-CJ-SINGLE,,92.73,92.83,SINGLE,proactive,2025-12-08,247,minor,,false,power_block,95,4,OHE_tower_car,true,true,true,done
ENG-2025-05548,TMS,TMS-05548,ENG,ENG-BALLAST-SCREEN,BL-MJRPON-04,edge,MJR-PON-UP,,33.79,34.29,UP,proactive,2025-10-26,49,minor,,false,traffic_block,345,13,BCM,true,true,true,done
ENG-2026-05549,TMS,TMS-05549,ENG,ENG-TURNOUT-OVERHAUL,TO-GPD-01,node,,GPD,47.00,47.00,,routine,2026-03-08,10,minor,,false,traffic_block,376,12,none,true,true,true,done
ENG-2026-05550,TMS,TMS-05550,ENG,ENG-SLEEPER-RENEWAL,SL-PVTBM-05,edge,PV-TBM-UP,,25.86,26.36,UP,proactive,2026-08-20,15,major,,false,traffic_block,356,21,none,true,true,true,done
ENG-2026-05551,TMS,TMS-05551,ENG,ENG-SLEEPER-RENEWAL,SL-MASBBQ-01,edge,MAS-BBQ-DN,,1.36,1.86,DN,proactive,2026-07-13,4,major,,false,traffic_block,257,18,none,true,true,true,done
SNT-2026-01304,SMMS,SMMS-01304,SNT,SNT-LC-GATE,LC-TNPENR-01,edge,TNP-ENR-DN,,14.00,14.10,DN,routine,2026-07-15,54,major,,false,disconnection,141,4,none,true,true,true,scheduled
ENG-2025-05552,TMS,TMS-05552,ENG,ENG-RAIL-RENEWAL,RL-TRLAJJ-43,edge,TRL-AJJ-UP,,62.46,62.96,UP,proactive,2025-12-31,166,3,,false,traffic_block,405,20,none,true,true,true,done
TRD-2026-01653,TDMS,TDMS-01653,TRD,TRD-OHE-MAST,MST-PERABU-01,edge,PER-ABU-DN,,5.83,6.03,DN,routine,2026-06-03,31,minor,,false,power_block,148,6,OHE_tower_car,true,true,true,done
TRD-2026-01654,TDMS,TDMS-01654,TRD,TRD-OHE-FAULT,OHE-PVTBM-08,edge,PV-TBM-UP,,28.72,29.02,UP,defect,2026-07-27,42,major,,false,power_block,148,5,OHE_tower_car,true,true,true,scheduled
ENG-2026-05553,TMS,TMS-05553,ENG,ENG-RAIL-GRIND,RL-MSMBM-10,edge,MS-MBM-DN_SUB,,6.44,9.44,DN_SUB,overdue,2026-07-13,4,3,2026-10-15,false,traffic_block,145,5,rail_grinder,false,false,true,done
TRD-2025-01655,TDMS,TDMS-01655,TRD,TRD-OHE-FAULT,OHE-ABUAVD-02,edge,ABU-AVD-DN,,20.79,21.00,DN,emergency_followup,2025-09-28,29,major,,false,power_block,140,6,OHE_tower_car,true,true,true,done
SNT-2026-01305,SMMS,SMMS-01305,SNT,SNT-POINT-SERVICE,PT-MS-09,node,,MS,4.32,4.32,,overdue,2026-07-08,25,minor,,false,disconnection,59,3,none,false,false,true,done
TRD-2026-01656,TDMS,TDMS-01656,TRD,TRD-OHE-MAST,MST-ENRMJR-08,edge,ENR-MJR-UP,,18.32,18.52,UP,overdue,2026-01-05,223,major,,false,power_block,185,6,OHE_tower_car,true,true,true,done
ENG-2026-05554,TMS,TMS-05554,ENG,ENG-TURNOUT-OVERHAUL,TO-TBM-09,node,,TBM,29.14,29.14,,overdue,2026-01-31,21,minor,,false,traffic_block,280,15,none,true,true,true,done
SNT-2026-01306,SMMS,SMMS-01306,SNT,SNT-TRACK-CIRCUIT,TC-TRLAJJ-09,edge,TRL-AJJ-DN,,65.31,65.81,DN,overdue,2026-05-26,17,critical,2026-06-18,true,disconnection,128,3,none,true,true,true,deferred
ENG-2025-05555,TMS,TMS-05555,ENG,ENG-TURNOUT-TAMP,TO-TBM-09,node,,TBM,29.14,29.14,,overdue,2025-12-29,112,minor,,false,traffic_block,198,8,tamper,true,true,true,done
ENG-2025-05556,TMS,TMS-05556,ENG,ENG-USFD-TEST,RL-STMPV-01,edge,STM-PV-DN,,20.38,23.10,DN,routine,2025-12-19,238,2,,false,traffic_block,109,3,USFD_car,true,false,true,done
ENG-2026-05557,TMS,TMS-05557,ENG,ENG-RAIL-RENEWAL,RL-TITRL-22,edge,TI-TRL-UP,,40.06,40.56,UP,proactive,2026-07-23,46,3,,false,traffic_block,498,24,none,true,true,true,in_progress
ENG-2025-05558,TMS,TMS-05558,ENG,ENG-TURNOUT-TAMP,TO-MAS-17,node,,MAS,0.00,0.00,,overdue,2025-12-30,221,major,,false,traffic_block,223,9,tamper,true,true,true,done
ENG-2026-05559,TMS,TMS-05559,ENG,ENG-CURVE-REALIGN,BL-ABUAVD-07,edge,ABU-AVD-UP_SUB,,20.29,21.00,UP_SUB,routine,2026-08-13,9,minor,,false,traffic_block,227,13,tamper,false,true,true,done
ENG-2026-05560,TMS,TMS-05560,ENG,ENG-SLEEPER-RENEWAL,SL-TITRL-05,edge,TI-TRL-DN,,31.23,31.73,DN,defect,2026-06-23,76,major,,false,traffic_block,296,17,none,false,true,true,scheduled
SNT-2025-01307,SMMS,SMMS-01307,SNT,SNT-TRACK-CIRCUIT,TC-PERABU-10,edge,PER-ABU-UP,,10.20,10.70,UP,proactive,2025-12-19,207,minor,,false,disconnection,89,3,none,false,true,true,done
TRD-2026-01657,TDMS,TDMS-01657,TRD,TRD-OHE-INSP,OHE-PERABU-02,edge,PER-ABU-DN,,10.31,14.31,DN,routine,2026-06-15,84,major,2026-10-08,false,power_block,85,4,OHE_tower_car,true,false,true,pending
ENG-2026-05561,TMS,TMS-05561,ENG,ENG-DRAIN-CLEAR,,edge,MAS-BBQ-UP,,1.52,2.00,UP,routine,2026-02-09,89,minor,,false,none,191,7,none,true,true,false,done
TRD-2026-01658,TDMS,TDMS-01658,TRD,TRD-OHE-INSULATOR,INS-MASBBQ-04,edge,MAS-BBQ-UP_SUB,,1.08,1.18,UP_SUB,proactive,2026-08-08,20,minor,,false,power_block,78,4,OHE_tower_car,true,true,true,done
TRD-2026-01659,TDMS,TDMS-01659,TRD,TRD-OHE-INSP,OHE-MSMBM-14,edge,MS-MBM-UP_SUB,,10.95,11.30,UP_SUB,overdue,2026-07-30,14,major,,false,power_block,84,4,OHE_tower_car,true,false,true,done
TRD-2026-01660,TDMS,TDMS-01660,TRD,TRD-OHE-MAST,MST-PERABU-05,edge,PER-ABU-DN_SUB,,8.56,8.76,DN_SUB,emergency_followup,2026-09-03,4,major,,false,power_block,182,7,OHE_tower_car,true,true,true,in_progress
SNT-2026-01308,SMMS,SMMS-01308,SNT,SNT-RELAY-ROOM,IL-AVD-01,node,,AVD,21.00,21.00,,overdue,2026-07-12,48,minor,,false,none,211,3,none,true,false,true,done
ENG-2026-05562,TMS,TMS-05562,ENG,ENG-RAIL-RENEWAL,RL-TITRL-13,edge,TI-TRL-DN_SUB,,31.54,32.04,DN_SUB,defect,2026-08-06,32,2,,false,traffic_block,325,26,none,false,true,true,scheduled
TRD-2026-01661,TDMS,TDMS-01661,TRD,TRD-OHE-EARTHING,OHE-PVTBM-05,edge,PV-TBM-DN_SUB,,24.96,25.96,DN_SUB,emergency_followup,2026-06-18,68,major,,false,power_block,50,3,none,true,false,true,done
ENG-2026-05563,TMS,TMS-05563,ENG,ENG-TURNOUT-TAMP,TO-MS-08,node,,MS,4.32,4.32,,routine,2026-09-03,4,minor,,false,traffic_block,176,8,tamper,true,true,true,done
ENG-2025-05564,TMS,TMS-05564,ENG,ENG-RAIL-GRIND,RL-TRLAJJ-43,edge,TRL-AJJ-UP,,62.46,65.46,UP,overdue,2025-12-27,240,2,2026-04-07,false,traffic_block,232,4,rail_grinder,true,false,true,done
SNT-2025-01309,SMMS,SMMS-01309,SNT,SNT-TRACK-CIRCUIT,TC-BBQPER-02,edge,BBQ-PER-DN_SUB,,4.26,4.76,DN_SUB,proactive,2025-11-16,155,major,,false,disconnection,101,3,none,true,true,true,done
ENG-2026-05565,TMS,TMS-05565,ENG,ENG-CURVE-REALIGN,BL-TITRL-17,edge,TI-TRL-UP_SUB,,34.63,35.43,UP_SUB,overdue,2026-08-19,19,minor,,false,traffic_block,231,12,tamper,true,true,true,scheduled
TRD-2026-01662,TDMS,TDMS-01662,TRD,TRD-OHE-INSULATOR,INS-TNPENR-04,edge,TNP-ENR-UP,,9.38,9.48,UP,defect,2026-08-10,28,minor,,false,power_block,78,4,OHE_tower_car,true,true,true,scheduled
ENG-2026-05566,TMS,TMS-05566,ENG,ENG-RAIL-RENEWAL,RL-ABUAVD-05,edge,ABU-AVD-DN_SUB,,19.64,20.14,DN_SUB,defect,2026-02-08,137,1,2026-02-19,true,traffic_block,494,22,none,true,true,true,done
SNT-2026-01310,SMMS,SMMS-01310,SNT,SNT-SIGNAL-REPLACE,SG-MSBMS-02,edge,MSB-MS-DN,,2.84,2.94,DN,defect,2026-08-15,6,minor,2026-10-19,false,disconnection,257,6,none,true,true,true,done
ENG-2026-05567,TMS,TMS-05567,ENG,ENG-USFD-TEST,RL-PVTBM-04,edge,PV-TBM-DN,,25.67,29.10,DN,routine,2026-06-06,37,3,2026-08-04,false,traffic_block,117,3,USFD_car,true,false,true,done
ENG-2025-05568,TMS,TMS-05568,ENG,ENG-RAIL-RENEWAL,RL-CJTMLP-06,edge,CJ-TMLP-SINGLE,,101.57,102.07,SINGLE,proactive,2025-09-27,20,2,,false,traffic_block,446,23,none,true,true,true,done
ENG-2025-05569,TMS,TMS-05569,ENG,ENG-CURVE-REALIGN,BL-ENRMJR-06,edge,ENR-MJR-UP,,23.13,23.93,UP,overdue,2025-10-15,261,minor,,false,traffic_block,247,11,tamper,true,true,true,cancelled
ENG-2026-05570,TMS,TMS-05570,ENG,ENG-RAIL-RENEWAL,RL-PONGPD-15,edge,PON-GPD-UP,,39.32,39.82,UP,defect,2026-05-07,79,2,,false,traffic_block,420,25,none,true,true,true,done
ENG-2025-05571,TMS,TMS-05571,ENG,ENG-SLEEPER-RENEWAL,SL-PONGPD-01,edge,PON-GPD-DN,,36.81,37.31,DN,defect,2025-12-13,109,major,,false,traffic_block,362,17,none,true,true,true,done
ENG-2025-05572,TMS,TMS-05572,ENG,ENG-SLEEPER-RENEWAL,SL-STMPV-05,edge,STM-PV-UP,,17.89,18.39,UP,defect,2025-10-20,320,minor,,false,traffic_block,313,17,none,true,true,true,done
ENG-2026-05573,TMS,TMS-05573,ENG,ENG-SLEEPER-RENEWAL,SL-PERABU-10,edge,PER-ABU-UP,,7.15,7.65,UP,defect,2026-03-14,113,minor,,false,traffic_block,304,16,none,true,true,true,cancelled
ENG-2026-05574,TMS,TMS-05574,ENG,ENG-TAMPING,BL-TRLAJJ-10,edge,TRL-AJJ-DN_SUB,,58.05,60.05,DN_SUB,routine,2026-06-15,48,minor,2026-10-11,false,traffic_block,293,9,tamper,true,true,true,done
SNT-2026-01311,SMMS,SMMS-01311,SNT,SNT-SIGNAL-REPLACE,SG-STMPV-03,edge,STM-PV-DN_SUB,,17.51,17.61,DN_SUB,defect,2026-01-28,43,minor,2026-04-05,false,disconnection,226,6,none,true,true,true,done
SNT-2026-01312,SMMS,SMMS-01312,SNT,SNT-AXLE-COUNTER,AC-BBQPER-03,edge,BBQ-PER-UP,,3.23,3.53,UP,routine,2026-06-29,70,major,,false,disconnection,115,3,none,true,true,true,scheduled
ENG-2026-05575,TMS,TMS-05575,ENG,ENG-RAIL-GRIND,RL-AVDTI-02,edge,AVD-TI-DN,,27.65,29.00,DN,overdue,2026-02-03,84,3,,false,traffic_block,138,4,rail_grinder,true,false,true,done
SNT-2026-01313,SMMS,SMMS-01313,SNT,SNT-TRACK-CIRCUIT,TC-ENRMJR-07,edge,ENR-MJR-UP,,17.21,17.71,UP,overdue,2026-03-25,111,major,2026-05-17,false,disconnection,107,3,none,false,true,true,done
ENG-2026-05576,TMS,TMS-05576,ENG,ENG-USFD-TEST,RL-GISTM-01,edge,GI-STM-DN,,16.47,17.10,DN,routine,2026-08-26,12,2,2026-12-11,false,traffic_block,146,3,USFD_car,true,false,true,in_progress
SNT-2026-01314,SMMS,SMMS-01314,SNT,SNT-SIGNAL-REPLACE,SG-TRLAJJ-07,edge,TRL-AJJ-DN,,53.50,53.60,DN,defect,2026-06-05,82,major,2026-07-13,false,disconnection,257,6,none,true,true,true,cancelled
TRD-2025-01663,TDMS,TDMS-01663,TRD,TRD-OHE-WIRE-RENEW,CW-TRLAJJ-14,edge,TRL-AJJ-DN_SUB,,62.19,63.19,DN_SUB,defect,2025-12-20,56,minor,2026-04-19,false,power_block,407,8,OHE_tower_car,true,true,true,done
ENG-2026-05577,TMS,TMS-05577,ENG,ENG-DESTRESSING,RL-TNPENR-10,edge,TNP-ENR-UP,,14.74,15.74,UP,routine,2026-07-12,45,3,,false,traffic_block,260,13,none,true,false,true,done
ENG-2025-05578,TMS,TMS-05578,ENG,ENG-BRIDGE-INSP,BR-PONGPD-01,edge,PON-GPD-DN,,44.85,44.95,DN,routine,2025-10-25,33,minor,,false,traffic_block,87,4,none,false,true,false,done
ENG-2026-05579,TMS,TMS-05579,ENG,ENG-RAIL-RENEWAL,RL-TNPENR-11,edge,TNP-ENR-UP,,7.41,7.91,UP,defect,2026-06-24,54,3,,false,traffic_block,350,22,none,true,true,true,done
TRD-2026-01664,TDMS,TDMS-01664,TRD,TRD-OHE-MAST,MST-MSMBM-06,edge,MS-MBM-DN_SUB,,10.31,10.51,DN_SUB,overdue,2026-01-26,127,minor,,false,power_block,151,6,OHE_tower_car,true,true,true,done
ENG-2026-05580,TMS,TMS-05580,ENG,ENG-BRIDGE-INSP,BR-TRLAJJ-02,edge,TRL-AJJ-DN,,57.73,57.83,DN,overdue,2026-08-11,5,major,2026-10-11,false,traffic_block,103,4,none,true,true,false,done
ENG-2025-05581,TMS,TMS-05581,ENG,ENG-DESTRESSING,RL-TITRL-24,edge,TI-TRL-UP,,32.06,33.06,UP,proactive,2025-11-20,265,3,,false,traffic_block,334,10,none,true,false,true,done
TRD-2025-01665,TDMS,TDMS-01665,TRD,TRD-OHE-TENSION,OHE-ENRMJR-04,edge,ENR-MJR-DN,,17.62,17.92,DN,routine,2025-11-01,307,minor,,false,power_block,165,4,OHE_tower_car,true,false,true,done
SNT-2026-01315,SMMS,SMMS-01315,SNT,SNT-POINT-REPLACE,PT-AVD-01,node,,AVD,21.00,21.00,,defect,2026-04-28,66,critical,2026-05-08,true,disconnection,231,5,none,false,false,true,done
ENG-2026-05582,TMS,TMS-05582,ENG,ENG-BALLAST-SCREEN,BL-ABUAVD-03,edge,ABU-AVD-DN_SUB,,15.55,16.05,DN_SUB,overdue,2026-03-05,85,minor,2026-06-13,false,traffic_block,262,14,BCM,true,true,true,deferred
TRD-2026-01666,TDMS,TDMS-01666,TRD,TRD-OHE-WIRE-RENEW,CW-TRLAJJ-08,edge,TRL-AJJ-DN_SUB,,62.89,63.89,DN_SUB,defect,2026-04-03,99,minor,2026-05-25,false,power_block,275,9,OHE_tower_car,true,true,true,done
SNT-2026-01316,SMMS,SMMS-01316,SNT,SNT-TRACK-CIRCUIT,TC-TRLAJJ-11,edge,TRL-AJJ-DN,,49.97,50.47,DN,overdue,2026-08-28,10,minor,,false,disconnection,104,3,none,true,true,true,pending
SNT-2026-01317,SMMS,SMMS-01317,SNT,SNT-AXLE-COUNTER,AC-STMPV-02,edge,STM-PV-DN_SUB,,18.40,18.70,DN_SUB,proactive,2026-03-30,7,minor,,false,disconnection,89,3,none,false,true,true,done
SNT-2026-01318,SMMS,SMMS-01318,SNT,SNT-POINT-REPLACE,PT-ENR-06,node,,ENR,16.00,16.00,,emergency_followup,2026-08-09,29,major,,false,disconnection,260,4,none,true,false,true,in_progress
ENG-2025-05583,TMS,TMS-05583,ENG,ENG-TAMPING,BL-TRLAJJ-26,edge,TRL-AJJ-UP,,47.57,49.57,UP,overdue,2025-09-30,160,minor,,false,traffic_block,261,9,tamper,true,true,true,done
ENG-2026-05584,TMS,TMS-05584,ENG,ENG-TAMPING,BL-ENRMJR-02,edge,ENR-MJR-DN,,19.44,21.44,DN,overdue,2026-03-02,25,minor,,false,traffic_block,180,10,tamper,true,true,true,done
SNT-2026-01319,SMMS,SMMS-01319,SNT,SNT-TRACK-CIRCUIT,TC-AVDTI-07,edge,AVD-TI-UP,,27.59,28.09,UP,routine,2026-07-18,46,major,,false,disconnection,99,3,none,true,true,true,done
SNT-2026-01320,SMMS,SMMS-01320,SNT,SNT-POINT-REPLACE,PT-PER-07,node,,PER,5.00,5.00,,defect,2026-08-08,30,minor,,false,disconnection,201,4,none,true,false,true,pending
ENG-2026-05585,TMS,TMS-05585,ENG,ENG-TAMPING,BL-AVDTI-05,edge,AVD-TI-DN_SUB,,24.65,26.65,DN_SUB,emergency_followup,2026-03-18,59,critical,2026-04-10,true,traffic_block,325,10,tamper,true,true,true,done
SNT-2026-01321,SMMS,SMMS-01321,SNT,SNT-AXLE-COUNTER,AC-TITRL-11,edge,TI-TRL-UP_SUB,,40.70,41.00,UP_SUB,routine,2026-05-07,50,minor,2026-06-24,false,disconnection,123,3,none,false,true,true,done
ENG-2026-05586,TMS,TMS-05586,ENG,ENG-SLEEPER-RENEWAL,SL-MSBMS-08,edge,MSB-MS-UP_SUB,,1.09,1.59,UP_SUB,defect,2026-08-08,28,minor,,false,traffic_block,399,20,none,false,true,true,done
ENG-2026-05587,TMS,TMS-05587,ENG,ENG-DESTRESSING,RL-AVDTI-02,edge,AVD-TI-DN,,27.65,28.65,DN,overdue,2026-02-13,94,2,2026-05-05,false,traffic_block,329,11,none,false,false,true,done
SNT-2026-01322,SMMS,SMMS-01322,SNT,SNT-TRACK-CIRCUIT,TC-TITRL-09,edge,TI-TRL-DN_SUB,,39.32,39.82,DN_SUB,routine,2026-02-17,165,minor,,false,disconnection,73,3,none,true,true,true,done
ENG-2025-05588,TMS,TMS-05588,ENG,ENG-USFD-TEST,RL-TRLAJJ-20,edge,TRL-AJJ-DN_SUB,,64.46,68.50,DN_SUB,overdue,2025-10-15,138,3,,false,traffic_block,114,3,USFD_car,true,false,true,done
ENG-2026-05589,TMS,TMS-05589,ENG,ENG-SLEEPER-RENEWAL,SL-ABUAVD-02,edge,ABU-AVD-DN,,19.48,19.98,DN,defect,2026-04-26,90,major,2026-07-20,false,traffic_block,260,17,none,true,true,true,done
ENG-2026-05590,TMS,TMS-05590,ENG,ENG-DESTRESSING,RL-PONGPD-08,edge,PON-GPD-DN,,43.72,44.72,DN,proactive,2026-06-10,89,3,,false,traffic_block,309,11,none,true,false,true,pending
TRD-2026-01667,TDMS,TDMS-01667,TRD,TRD-OHE-FAULT,OHE-TRLAJJ-26,edge,TRL-AJJ-DN_SUB,,58.83,59.13,DN_SUB,defect,2026-08-04,34,major,,false,power_block,94,6,OHE_tower_car,false,true,true,scheduled
TRD-2026-01668,TDMS,TDMS-01668,TRD,TRD-OHE-EARTHING,OHE-TRLAJJ-25,edge,TRL-AJJ-DN_SUB,,51.05,52.05,DN_SUB,overdue,2026-04-19,37,major,,false,power_block,83,3,none,false,false,true,done
ENG-2025-05591,TMS,TMS-05591,ENG,ENG-TRACK-PATROL,,edge,MS-MBM-DN,,9.99,11.30,DN,overdue,2025-11-14,99,critical,2025-12-14,true,none,76,2,none,true,false,false,done
TRD-2026-01669,TDMS,TDMS-01669,TRD,TRD-OHE-MAST,MST-TRLAJJ-34,edge,TRL-AJJ-UP_SUB,,59.48,59.68,UP_SUB,routine,2026-08-23,15,minor,,false,power_block,155,7,OHE_tower_car,true,true,true,scheduled
